index	name	abbreviation	color
10046	right Primary somatosensory area, nose, layer 2/3	SSp-n2/3-R	1B7F64
10047	right Primary somatosensory area, nose, layer 4	SSp-n4-R	1A8062
10048	right Primary somatosensory area, nose, layer 5	SSp-n5-R	197E62
10049	right Primary somatosensory area, nose, layer 6a	SSp-n6a-R	187D62
10050	right Primary somatosensory area, nose, layer 6b	SSp-n6b-R	1B7E64
10051	right Primary somatosensory area, barrel field	SSp-bfd-R	197F64
10052	right Primary somatosensory area, barrel field, layer 1	SSp-bfd1-R	188060
10053	right Primary somatosensory area, barrel field, layer 2/3	SSp-bfd2/3-R	187F63
10054	right Primary somatosensory area, barrel field, layer 4	SSp-bfd4-R	197C64
10055	right Primary somatosensory area, barrel field, layer 5	SSp-bfd5-R	1A7D62
10056	right Primary somatosensory area, barrel field, layer 6a	SSp-bfd6a-R	198060
10057	right Primary somatosensory area, barrel field, layer 6b	SSp-bfd6b-R	1A7E61
10058	right Rostrolateral lateral visual area	VISrll-R	1B7F61
10059	right Rostrolateral lateral visual area, layer 1	VISrll1-R	1B7D63
10060	right Rostrolateral lateral visual area, layer 2/3	VISrll2/3-R	187E60
10061	right Rostrolateral lateral visual area, layer 4	VISrll4-R	187C62
10062	right Rostrolateral lateral visual area,layer 5	VISrll5-R	1A8060
10063	right Rostrolateral lateral visual area, layer 6a	VISrll6a-R	1A7C64
10064	right Rostrolateral lateral visual area, layer 6b	VISrll6b-R	1C8062
10065	right Primary somatosensory area, lower limb	SSp-ll-R	197F63
10066	right Primary somatosensory area, lower limb, layer 1	SSp-ll1-R	187F60
10067	right Primary somatosensory area, lower limb, layer 2/3	SSp-ll2/3-R	187F64
10068	right Primary somatosensory area, lower limb, layer 4	SSp-ll4-R	1C7F64
10069	right Primary somatosensory area, lower limb, layer 5	SSp-ll5-R	197C63
10070	right Primary somatosensory area, lower limb, layer 6a	SSp-ll6a-R	1A7F64
10071	right Primary somatosensory area, lower limb, layer 6b	SSp-ll6b-R	197F62
10072	right Primary somatosensory area, mouth	SSp-m-R	188062
10073	right Primary somatosensory area, mouth, layer 1	SSp-m1-R	187E61
10074	right Primary somatosensory area, mouth, layer 2/3	SSp-m2/3-R	1A7E64
10075	right Primary somatosensory area, mouth, layer 4	SSp-m4-R	1B7F62
10076	right Primary somatosensory area, mouth, layer 5	SSp-m5-R	1B7E63
10077	right Primary somatosensory area, mouth, layer 6a	SSp-m6a-R	187D61
10078	right Primary somatosensory area, mouth, layer 6b	SSp-m6b-R	188064
10079	right Primary somatosensory area, upper limb	SSp-ul-R	187E63
10080	right Primary somatosensory area, upper limb, layer 1	SSp-ul1-R	197E64
10081	right Primary somatosensory area, upper limb, layer 2/3	SSp-ul2/3-R	197F61
10082	right Primary somatosensory area, upper limb, layer 4	SSp-ul4-R	1A7F63
10083	right Primary somatosensory area, upper limb, layer 5	SSp-ul5-R	187E62
10084	right Primary somatosensory area, upper limb, layer 6a	SSp-ul6a-R	197D61
10085	right Primary somatosensory area, upper limb, layer 6b	SSp-ul6b-R	1C8064
10086	right Primary somatosensory area, trunk	SSp-tr-R	187F62
10087	right Primary somatosensory area, trunk, layer 1	SSp-tr1-R	187C64
10088	right Primary somatosensory area, trunk, layer 2/3	SSp-tr2/3-R	188061
10089	right Primary somatosensory area, trunk, layer 4	SSp-tr4-R	1B7E62
10090	right Primary somatosensory area, trunk, layer 5	SSp-tr5-R	197F60
10091	right Primary somatosensory area, trunk, layer 6a	SSp-tr6a-R	188063
10092	right Primary somatosensory area, trunk, layer 6b	SSp-tr6b-R	1A8063
10093	right Primary somatosensory area, unassigned	SSp-un-R	1A7D64
10094	right Primary somatosensory area, unassigned, layer 1	SSp-un1-R	1B8062
10095	right Primary somatosensory area, unassigned, layer 2/3	SSp-un2/3-R	1C7F63
10096	right Primary somatosensory area, unassigned, layer 4	SSp-un4-R	197E61
10097	right Primary somatosensory area, unassigned, layer 5	SSp-un5-R	197D62
10098	right Primary somatosensory area, unassigned, layer 6a	SSp-un6a-R	1A7F61
10099	right Primary somatosensory area, unassigned, layer 6b	SSp-un6b-R	1A7D63
10100	right Supplemental somatosensory area	SSs-R	198062
10101	right Supplemental somatosensory area, layer 1	SSs1-R	1A7E62
10102	right Supplemental somatosensory area, layer 2/3	SSs2/3-R	1B8063
10103	right Supplemental somatosensory area, layer 4	SSs4-R	187C63
10104	right Supplemental somatosensory area, layer 5	SSs5-R	1C8063
10105	right Supplemental somatosensory area, layer 6a	SSs6a-R	197D63
10106	right Supplemental somatosensory area, layer 6b	SSs6b-R	1A8061
10107	right Gustatory areas	GU-R	019B75
10108	right Gustatory areas, layer 1	GU1-R	009C75
10109	right Gustatory areas, layer 2/3	GU2/3-R	009B75
10110	right Gustatory areas, layer 4	GU4-R	009C74
10111	right Gustatory areas, layer 5	GU5-R	019C75
10112	right Gustatory areas, layer 6a	GU6a-R	009B74
10113	right Gustatory areas, layer 6b	GU6b-R	019C74
10114	right Visceral area	VISC-R	11AD83
10115	right Visceral area, layer 1	VISC1-R	12AD83
10116	right Visceral area, layer 2/3	VISC2/3-R	12AC83
10117	right Visceral area, layer 4	VISC4-R	11AC82
10118	right Visceral area, layer 5	VISC5-R	12AD82
10119	right Visceral area, layer 6a	VISC6a-R	11AC83
10120	right Visceral area, layer 6b	VISC6b-R	11AD82
10121	right Auditory areas	AUD-R	019299
10122	right Dorsal auditory area	AUDd-R	049399
10123	right Dorsal auditory area, layer 1	AUDd1-R	039399
10124	right Dorsal auditory area, layer 2/3	AUDd2/3-R	029397
10125	right Dorsal auditory area, layer 4	AUDd4-R	039398
10126	right Dorsal auditory area, layer 5	AUDd5-R	029398
10127	right Dorsal auditory area, layer 6a	AUDd6a-R	019399
10128	right Dorsal auditory area, layer 6b	AUDd6b-R	019398
10129	right Laterolateral anterior visual area	VISlla-R	029099
10130	right Laterolateral anterior visual area, layer 1	VISlla1-R	029299
10131	right Laterolateral anterior visual area, layer 2/3	VISlla2/3-R	049398
10132	right Laterolateral anterior visual area, layer 4	VISlla4-R	049299
10133	right Laterolateral anterior visual area,layer 5	VISlla5-R	029296
10134	right Laterolateral anterior visual area, layer 6a	VISlla6a-R	019199
10135	right Laterolateral anterior visual area, layer 6b	VISlla6b-R	019297
10136	right Primary auditory area	AUDp-R	039297
10137	right Primary auditory area, layer 1	AUDp1-R	029297
10138	right Primary auditory area, layer 2/3	AUDp2/3-R	019298
10139	right Primary auditory area, layer 4	AUDp4-R	039397
10140	right Primary auditory area, layer 5	AUDp5-R	039199
10141	right Primary auditory area, layer 6a	AUDp6a-R	019396
10142	right Primary auditory area, layer 6b	AUDp6b-R	039198
10143	right Posterior auditory area	AUDpo-R	029396
10144	right Posterior auditory area, layer 1	AUDpo1-R	039299
10145	right Posterior auditory area, layer 2/3	AUDpo2/3-R	029199
10146	right Posterior auditory area, layer 4	AUDpo4-R	039298
10147	right Posterior auditory area, layer 5	AUDpo5-R	019197
10148	right Posterior auditory area, layer 6a	AUDpo6a-R	029399
10149	right Posterior auditory area, layer 6b	AUDpo6b-R	029298
10150	right Ventral auditory area	AUDv-R	019296
10151	right Ventral auditory area, layer 1	AUDv1-R	019099
10152	right Ventral auditory area, layer 2/3	AUDv2/3-R	029198
10153	right Ventral auditory area, layer 4	AUDv4-R	029197
10154	right Ventral auditory area, layer 5	AUDv5-R	019098
10155	right Ventral auditory area, layer 6a	AUDv6a-R	019397
10156	right Ventral auditory area, layer 6b	AUDv6b-R	019198
10157	right Visual areas	VIS-R	098489
10158	right Visual areas, layer 1	VIS1-R	08828A
10159	right Visual areas, layer 2/3	VIS2/3-R	0B858C
10160	right Visual areas, layer 4	VIS4-R	09828A
10161	right Visual areas, layer 5	VIS5-R	08818C
10162	right Visual areas, layer 6a	VIS6a-R	0A838C
10163	right Visual areas, layer 6b	VIS6b-R	09838A
10164	right Anterolateral visual area	VISal-R	09838C
10165	right Anterolateral visual area, layer 1	VISal1-R	0B838B
10166	right Anterolateral visual area, layer 2/3	VISal2/3-R	098389
10167	right Anterolateral visual area, layer 4	VISal4-R	088588
10168	right Anterolateral visual area, layer 5	VISal5-R	08848B
10169	right Anterolateral visual area, layer 6a	VISal6a-R	09828C
10170	right Anterolateral visual area, layer 6b	VISal6b-R	0B848C
10171	right Anteromedial visual area	VISam-R	08838B
10172	right Anteromedial visual area, layer 1	VISam1-R	09848B
10173	right Anteromedial visual area, layer 2/3	VISam2/3-R	0B848A
10174	right Anteromedial visual area, layer 4	VISam4-R	09858A
10175	right Anteromedial visual area, layer 5	VISam5-R	0A848B
10176	right Anteromedial visual area, layer 6a	VISam6a-R	0A828B
10177	right Anteromedial visual area, layer 6b	VISam6b-R	08838A
10178	right Lateral visual area	VISl-R	0A848C
10179	right Lateral visual area, layer 1	VISl1-R	09848A
10180	right Lateral visual area, layer 2/3	VISl2/3-R	0A8489
10181	right Lateral visual area, layer 4	VISl4-R	08828B
10182	right Lateral visual area, layer 5	VISl5-R	0B858B
10183	right Lateral visual area, layer 6a	VISl6a-R	08848C
10184	right Lateral visual area, layer 6b	VISl6b-R	09858C
10185	right Primary visual area	VISp-R	0A858C
10186	right Primary visual area, layer 1	VISp1-R	098589
10187	right Primary visual area, layer 2/3	VISp2/3-R	0A828C
10188	right Primary visual area, layer 4	VISp4-R	0B848B
10189	right Primary visual area, layer 5	VISp5-R	088389
10190	right Primary visual area, layer 6a	VISp6a-R	08858C
10191	right Primary visual area, layer 6b	VISp6b-R	08858A
10192	right Posterolateral visual area	VISpl-R	09838B
10193	right Posterolateral visual area, layer 1	VISpl1-R	0A838A
10194	right Posterolateral visual area, layer 2/3	VISpl2/3-R	09848C
10195	right Posterolateral visual area, layer 4	VISpl4-R	0B858A
10196	right Posterolateral visual area, layer 5	VISpl5-R	0B838C
10197	right Posterolateral visual area, layer 6a	VISpl6a-R	08838C
10198	right Posterolateral visual area, layer 6b	VISpl6b-R	08848A
10199	right posteromedial visual area	VISpm-R	0A838B
10200	right posteromedial visual area, layer 1	VISpm1-R	0A8589
10201	right posteromedial visual area, layer 2/3	VISpm2/3-R	08858B
10202	right posteromedial visual area, layer 4	VISpm4-R	09828B
10203	right posteromedial visual area, layer 5	VISpm5-R	088489
10204	right posteromedial visual area, layer 6a	VISpm6a-R	09858B
10205	right posteromedial visual area, layer 6b	VISpm6b-R	088589
10206	right Laterointermediate area	VISli-R	0A858B
10207	right Laterointermediate area, layer 1	VISli1-R	0C858C
10208	right Laterointermediate area, layer 2/3	VISli2/3-R	0A858A
10209	right Laterointermediate area, layer 4	VISli4-R	08828C
10210	right Laterointermediate area, layer 5	VISli5-R	0A848A
10211	right Laterointermediate area, layer 6a	VISli6a-R	088488
10212	right Laterointermediate area, layer 6b	VISli6b-R	08818B
10213	right Postrhinal area	VISpor-R	098588
10214	right Postrhinal area, layer 1	VISpor1-R	09818C
10215	right Postrhinal area, layer 2/3	VISpor2/3-R	0A8389
10216	right Postrhinal area, layer 4	VISpor4-R	0A828A
10217	right Postrhinal area, layer 5	VISpor5-R	0B838A
10218	right Postrhinal area, layer 6a	VISpor6a-R	0C858B
10219	right Postrhinal area, layer 6b	VISpor6b-R	0C848C
10220	right Anterior cingulate area	ACA-R	40A666
10221	right Anterior cingulate area, layer 1	ACA1-R	3FA565
10222	right Anterior cingulate area, layer 2/3	ACA2/3-R	3FA564
10223	right Anterior cingulate area, layer 5	ACA5-R	40A466
10224	right Anterior cingulate area, layer 6a	ACA6a-R	3FA666
10225	right Anterior cingulate area, layer 6b	ACA6b-R	3FA665
10226	right Anterior cingulate area, dorsal part	ACAd-R	40A665
10227	right Anterior cingulate area, dorsal part, layer 1	ACAd1-R	3EA665
10228	right Anterior cingulate area, dorsal part, layer 2/3	ACAd2/3-R	40A565
10229	right Anterior cingulate area, dorsal part, layer 5	ACAd5-R	3EA566
10230	right Anterior cingulate area, dorsal part, layer 6a	ACAd6a-R	3FA664
10231	right Anterior cingulate area, dorsal part, layer 6b	ACAd6b-R	3FA466
10232	right Anterior cingulate area, ventral part	ACAv-R	40A566
10233	right Anterior cingulate area, ventral part, layer 1	ACAv1-R	40A664
10234	right Anterior cingulate area, ventral part, layer 2/3	ACAv2/3-R	3FA566
10235	right Anterior cingulate area, ventral part, layer 5	ACAv5-R	3EA666
10236	right Anterior cingulate area, ventral part, 6a	ACAv6a-R	40A564
10237	right Anterior cingulate area, ventral part, 6b	ACAv6b-R	40A465
10238	right Prelimbic area	PL-R	2EA750
10239	right Prelimbic area, layer 1	PL1-R	2FA750
10240	right Prelimbic area, layer 2	PL2-R	2EA850
10241	right Prelimbic area, layer 2/3	PL2/3-R	2FA74F
10242	right Prelimbic area, layer 5	PL5-R	2EA84F
10243	right Prelimbic area, layer 6a	PL6a-R	2FA850
10244	right Prelimbic area, layer 6b	PL6b-R	2FA84F
10245	right Infralimbic area	ILA-R	59B363
10246	right Infralimbic area, layer 1	ILA1-R	59B263
10247	right Infralimbic area, layer 2	ILA2-R	58B363
10248	right Infralimbic area, layer 2/3	ILA2/3-R	59B362
10249	right Infralimbic area, layer 5	ILA5-R	59B262
10250	right Infralimbic area, layer 6a	ILA6a-R	58B362
10251	right Infralimbic area, layer 6b	ILA6b-R	58B263
10252	right Orbital area	ORB-R	23895C
10253	right Orbital area, layer 1	ORB1-R	248A5E
10254	right Orbital area, layer 2/3	ORB2/3-R	24885E
10255	right Orbital area, layer 5	ORB5-R	24895E
10256	right Orbital area, layer 6a	ORB6a-R	23895E
10257	right Orbital area, layer 6b	ORB6b-R	228A5E
10258	right Orbital area, lateral part	ORBl-R	23885D
10259	right Orbital area, lateral part, layer 1	ORBl1-R	238A5D
10260	right Orbital area, lateral part, layer 2/3	ORBl2/3-R	238A5E
10261	right Orbital area, lateral part, layer 5	ORBl5-R	228A5D
10262	right Orbital area, lateral part, layer 6a	ORBl6a-R	24895D
10263	right Orbital area, lateral part, layer 6b	ORBl6b-R	248A5C
10264	right Orbital area, medial part	ORBm-R	22895D
10265	right Orbital area, medial part, layer 1	ORBm1-R	23895D
10266	right Orbital area, medial part, layer 2	ORBm2-R	24895C
10267	right Orbital area, medial part, layer 2/3	ORBm2/3-R	24885D
10268	right Orbital area, medial part, layer 5	ORBm5-R	23885E
10269	right Orbital area, medial part, layer 6a	ORBm6a-R	22885E
10270	right Orbital area, medial part, layer 6b	ORBm6b-R	24875E
10271	right Orbital area, ventral part	ORBv-R	24885C
10272	right Orbital area, ventrolateral part	ORBvl-R	228A5C
10273	right Orbital area, ventrolateral part, layer 1	ORBvl1-R	248A5B
10274	right Orbital area, ventrolateral part, layer 2/3	ORBvl2/3-R	248A5D
10275	right Orbital area, ventrolateral part, layer 5	ORBvl5-R	23885C
10276	right Orbital area, ventrolateral part, layer 6a	ORBvl6a-R	238A5C
10277	right Orbital area, ventrolateral part, layer 6b	ORBvl6b-R	22895E
10278	right Agranular insular area	AI-R	219866
10279	right Agranular insular area, dorsal part	AId-R	219865
10280	right Agranular insular area, dorsal part, layer 1	AId1-R	209764
10281	right Agranular insular area, dorsal part, layer 2/3	AId2/3-R	209765
10282	right Agranular insular area, dorsal part, layer 5	AId5-R	209665
10283	right Agranular insular area, dorsal part, layer 6a	AId6a-R	209666
10284	right Agranular insular area, dorsal part, layer 6b	AId6b-R	1F9766
10285	right Agranular insular area, posterior part	AIp-R	219766
10286	right Agranular insular area, posterior part, layer 1	AIp1-R	219765
10287	right Agranular insular area, posterior part, layer 2/3	AIp2/3-R	209865
10288	right Agranular insular area, posterior part, layer 5	AIp5-R	219864
10289	right Agranular insular area, posterior part, layer 6a	AIp6a-R	209766
10290	right Agranular insular area, posterior part, layer 6b	AIp6b-R	219666
10291	right Agranular insular area, ventral part	AIv-R	209866
10292	right Agranular insular area, ventral part, layer 1	AIv1-R	209864
10293	right Agranular insular area, ventral part, layer 2/3	AIv2/3-R	219764
10294	right Agranular insular area, ventral part, layer 5	AIv5-R	1F9865
10295	right Agranular insular area, ventral part, layer 6a	AIv6a-R	1F9866
10296	right Agranular insular area, ventral part, layer 6b	AIv6b-R	219665
10297	right Retrosplenial area	RSP-R	1AA698
10298	right Retrosplenial area, lateral agranular part	RSPagl-R	1BA497
10299	right Retrosplenial area, lateral agranular part, layer 1	RSPagl1-R	1BA696
10300	right Retrosplenial area, lateral agranular part, layer 2/3	RSPagl2/3-R	1AA496
10301	right Retrosplenial area, lateral agranular part, layer 5	RSPagl5-R	1CA697
10302	right Retrosplenial area, lateral agranular part, layer 6a	RSPagl6a-R	1CA597
10303	right Retrosplenial area, lateral agranular part, layer 6b	RSPagl6b-R	1AA598
10304	right Mediomedial anterior visual area	VISmma-R	1CA696
10305	right Mediomedial anterior visual area, layer 1	VISmma1-R	1CA498
10306	right Mediomedial anterior visual area, layer 2/3	VISmma2/3-R	1AA695
10307	right Mediomedial anterior visual area, layer 4	VISmma4-R	1AA398
10308	right Mediomedial anterior visual area,layer 5	VISmma5-R	1BA496
10309	right Mediomedial anterior visual area, layer 6a	VISmma6a-R	1CA596
10310	right Mediomedial anterior visual area, layer 6b	VISmma6b-R	1CA497
10311	right Mediomedial posterior visual area	VISmmp-R	1DA698
10312	right Mediomedial posterior visual area, layer 1	VISmmp1-R	1AA595
10313	right Mediomedial posterior visual area, layer 2/3	VISmmp2/3-R	1AA397
10314	right Mediomedial posterior visual area, layer 4	VISmmp4-R	1BA695
10315	right Mediomedial posterior visual area,layer 5	VISmmp5-R	1BA398
10316	right Mediomedial posterior visual area, layer 6a	VISmmp6a-R	1DA697
10317	right Mediomedial posterior visual area, layer 6b	VISmmp6b-R	1DA598
10318	right Medial visual area	VISm-R	1BA595
10319	right Medial visual area, layer 1	VISm1-R	1BA397
10320	right Medial visual area, layer 2/3	VISm2/3-R	1DA597
10321	right Medial visual area, layer 4	VISm4-R	1CA496
10322	right Medial visual area,layer 5	VISm5-R	1AA495
10323	right Medial visual area, layer 6a	VISm6a-R	1AA396
10324	right Medial visual area, layer 6b	VISm6b-R	1CA695
10325	right Retrosplenial area, dorsal part	RSPd-R	1CA598
10326	right Retrosplenial area, dorsal part, layer 1	RSPd1-R	1BA598
10327	right Retrosplenial area, dorsal part, layer 2/3	RSPd2/3-R	1BA697
10328	right Retrosplenial area, dorsal part, layer 4	RSPd4-R	1AA696
10329	right Retrosplenial area, dorsal part, layer 5	RSPd5-R	1AA596
10330	right Retrosplenial area, dorsal part, layer 6a	RSPd6a-R	1AA697
10331	right Retrosplenial area, dorsal part, layer 6b	RSPd6b-R	1BA698
10332	right Retrosplenial area, ventral part	RSPv-R	1BA596
10333	right Retrosplenial area, ventral part, layer 1	RSPv1-R	1BA597
10334	right Retrosplenial area, ventral part, layer 2	RSPv2-R	1CA698
10335	right Retrosplenial area, ventral part, layer 2/3	RSPv2/3-R	1AA597
10336	right Retrosplenial area, ventral part, layer 5	RSPv5-R	1BA498
10337	right Retrosplenial area, ventral part, layer 6a	RSPv6a-R	1AA498
10338	right Retrosplenial area, ventral part, layer 6b	RSPv6b-R	1AA497
10339	right Posterior parietal association areas	PTLp-R	009FAC
10340	right Posterior parietal association areas, layer 1	PTLp1-R	009DAB
10341	right Posterior parietal association areas, layer 2/3	PTLp2/3-R	009EAC
10342	right Posterior parietal association areas, layer 4	PTLp4-R	019FAA
10343	right Posterior parietal association areas, layer 5	PTLp5-R	019DAC
10344	right Posterior parietal association areas, layer 6a	PTLp6a-R	019FAB
10345	right Posterior parietal association areas, layer 6b	PTLp6b-R	009FAA
10346	right Anterior area	VISa-R	009FAB
10347	right Anterior area, layer 1	VISa1-R	019FAC
10348	right Anterior area, layer 2/3	VISa2/3-R	009EAB
10349	right Anterior area, layer 4	VISa4-R	019EAC
10350	right Anterior area, layer 5	VISa5-R	019EAB
10351	right Anterior area, layer 6a	VISa6a-R	009DAC
10352	right Anterior area, layer 6b	VISa6b-R	029FAC
10353	right Rostrolateral visual area	VISrl-R	009EAA
10354	right Rostrolateral area, layer 1	VISrl1-R	029FAB
10355	right Rostrolateral area, layer 2/3	VISrl2/3-R	029EAC
10356	right Rostrolateral area, layer 4	VISrl4-R	019EAA
10357	right Rostrolateral area, layer 5	VISrl5-R	019DAB
10358	right Rostrolateral area, layer 6a	VISrl6a-R	029EAB
10359	right Rostrolateral area, layer 6b	VISrl6b-R	009DAA
10360	right Temporal association areas	TEa-R	16B0B3
10361	right Temporal association areas, layer 1	TEa1-R	15B0B3
10362	right Temporal association areas, layer 2/3	TEa2/3-R	16AFB3
10363	right Temporal association areas, layer 4	TEa4-R	15B0B2
10364	right Temporal association areas, layer 5	TEa5-R	15AFB3
10365	right Temporal association areas, layer 6a	TEa6a-R	15AFB2
10366	right Temporal association areas, layer 6b	TEa6b-R	16B0B2
10367	right Perirhinal area	PERI-R	0F9683
10368	right Perirhinal area, layer 1	PERI1-R	0E9584
10369	right Perirhinal area, layer 2/3	PERI2/3-R	0E9583
10370	right Perirhinal area, layer 5	PERI5-R	0F9684
10371	right Perirhinal area, layer 6a	PERI6a-R	0E9684
10372	right Perirhinal area, layer 6b	PERI6b-R	0E9683
10373	right Ectorhinal area	ECT-R	0D9E91
10374	right Ectorhinal area/Layer 1	ECT1-R	0D9F90
10375	right Ectorhinal area/Layer 2/3	ECT2/3-R	0D9F91
10376	right Ectorhinal area/Layer 5	ECT5-R	0D9E90
10377	right Ectorhinal area/Layer 6a	ECT6a-R	0E9F91
10378	right Ectorhinal area/Layer 6b	ECT6b-R	0E9F90
10379	right Olfactory areas	OLF-R	99D2BD
10380	right Main olfactory bulb	MOB-R	9AD1BD
10381	right Main olfactory bulb, glomerular layer	MOBgl-R	82C7AE
10382	right Main olfactory bulb, granule layer	MOBgr-R	82C7AD
10383	right Main olfactory bulb, inner plexiform layer	MOBipl-R	9AD2BD
10384	right Main olfactory bulb, mitral layer	MOBmi-R	82C6AE
10385	right Main olfactory bulb, outer plexiform layer	MOBopl-R	9AD2BC
10386	right Accessory olfactory bulb	AOB-R	9DF0D2
10387	right Accessory olfactory bulb, glomerular layer	AOBgl-R	9DF0D1
10388	right Accessory olfactory bulb, granular layer	AOBgr-R	95E4C8
10389	right Accessory olfactory bulb, mitral layer	AOBmi-R	9DEFD2
10390	right Anterior olfactory nucleus	AON-R	54BF94
10391	right Anterior olfactory nucleus, dorsal part	AONd-R	54BE94
10392	right Anterior olfactory nucleus, external part	AONe-R	54BE93
10393	right Anterior olfactory nucleus, lateral part	AONl-R	53BF93
10394	right Anterior olfactory nucleus, medial part	AONm-R	53BE94
10395	right Anterior olfactory nucleus, posteroventral part	AONpv-R	53BE93
10396	right Anterior olfactory nucleus, layer 1	AON1-R	54BF93
10397	right Anterior olfactory nucleus, layer 2	AON2-R	53BF94
10398	right Taenia tecta	TT-R	62CF9F
10399	right Taenia tecta, dorsal part	TTd-R	61D09F
10400	right Taenia tecta, dorsal part, layers 1-4	TTd1-4-R	62D09F
10401	right Taenia tecta, dorsal part, layer 1	TTd1-R	61D09E
10402	right Taenia tecta, dorsal part, layer 2	TTd2-R	61CF9F
10403	right Taenia tecta, dorsal part, layer 3	TTd3-R	61CF9E
10404	right Taenia tecta, dorsal part, layer 4	TTd4-R	62D09D
10405	right Taenia tecta, ventral part	TTv-R	62CF9E
10406	right Taenia tecta, ventral part, layers 1-3	TTv1-3-R	62D09E
10407	right Taenia tecta, ventral part, layer 1	TTv1-R	62CE9F
10408	right Taenia tecta, ventral part, layer 2	TTv2-R	60D09F
10409	right Taenia tecta, ventral part, layer 3	TTv3-R	62CF9D
10410	right Dorsal peduncular area	DP-R	A3DAA3
10411	right Dorsal peduncular area, layer 1	DP1-R	A4D9A4
10412	right Dorsal peduncular area, layer 2	DP2-R	A3DAA4
10413	right Dorsal peduncular area, layer 2/3	DP2/3-R	A4DAA3
10414	right Dorsal peduncular area, layer 5	DP5-R	A4D9A3
10415	right Dorsal peduncular area, layer 6a	DP6a-R	A4DAA4
10416	right Piriform area	PIR-R	6ACAB9
10417	right Piriform area, layers 1-3	PIR1-3-R	6ACBBA
10418	right Piriform area, molecular layer	PIR1-R	6ACBB9
10419	right Piriform area, pyramidal layer	PIR2-R	6ACABA
10420	right Piriform area, polymorph layer	PIR3-R	69CBBA
10421	right Nucleus of the lateral olfactory tract	NLOT-R	95E3C7
10422	right Nucleus of the lateral olfactory tract, layers 1-3	NLOT1-3-R	94E4C8
10423	right Nucleus of the lateral olfactory tract, molecular layer	NLOT1-R	95E4C7
10424	right Nucleus of the lateral olfactory tract, pyramidal layer	NLOT2-R	95E3C8
10425	right Nucleus of the lateral olfactory tract, layer 3	NLOT3-R	94E4C7
10426	right Cortical amygdalar area	COA-R	60E7B5
10427	right Cortical amygdalar area, anterior part	COAa-R	60E5B7
10428	right Cortical amygdalar area, anterior part, layer 1	COAa1-R	61E7B7
10429	right Cortical amygdalar area, anterior part, layer 2	COAa2-R	61E7B6
10430	right Cortical amygdalar area, anterior part, layer 3	COAa3-R	61E6B7
10431	right Cortical amygdalar area, posterior part	COAp-R	5FE7B6
10432	right Cortical amygdalar area, posterior part, lateral zone	COApl-R	5FE6B7
10433	right Cortical amygdalar area, posterior part, lateral zone, layers 1-2	COApl1-2-R	61E6B5
10434	right Cortical amygdalar area, posterior part, lateral zone, layers 1-3	COApl1-3-R	61E5B7
10435	right Cortical amygdalar area, posterior part, lateral zone, layer 1	COApl1-R	60E7B7
10436	right Cortical amygdalar area, posterior part, lateral zone, layer 2	COApl2-R	61E6B6
10437	right Cortical amygdalar area, posterior part, lateral zone, layer 3	COApl3-R	60E7B6
10438	right Cortical amygdalar area, posterior part, medial zone	COApm-R	60E6B5
10439	right Cortical amygdalar area, posterior part, medial zone, layers 1-2	COApm1-2-R	61E5B6
10440	right Cortical amygdalar area, posterior part, medial zone, layers 1-3	COApm1-3-R	5FE7B7
10441	right Cortical amygdalar area, posterior part, medial zone, layer 1	COApm1-R	60E6B7
10442	right Cortical amygdalar area, posterior part, medial zone, layer 2	COApm2-R	60E6B6
10443	right Cortical amygdalar area, posterior part, medial zone, layer 3	COApm3-R	61E7B5
10444	right Piriform-amygdalar area	PAA-R	59D9AA
10445	right Piriform-amygdalar area, layers 1-3	PAA1-3-R	59DAAB
10446	right Piriform-amygdalar area, molecular layer	PAA1-R	59DAAA
10447	right Piriform-amygdalar area, pyramidal layer	PAA2-R	59D9AB
10448	right Piriform-amygdalar area, polymorph layer	PAA3-R	58DAAB
10449	right Postpiriform transition area	TR-R	A8ECD2
10450	right Postpiriform transition area, layers 1-3	TR1-3-R	A8ECD3
10451	right Postpiriform transition area, layers 1	TR1-R	A8EBD3
10452	right Postpiriform transition area, layers 2	TR2-R	A7ECD3
10453	right Postpiriform transition area, layers 3	TR3-R	A8EBD2
10454	right Hippocampal formation	HPF-R	7DCD4B
10455	right Hippocampal region	HIP-R	7DD048
10456	right Ammon's horn	CA-R	7ED04A
10457	right Field CA1	CA1-R	7ECF4B
10458	right Field CA1, stratum lacunosum-moleculare	CA1slm-R	7DD04B
10459	right Field CA1, stratum oriens	CA1so-R	7ECF4A
10460	right Field CA1, pyramidal layer	CA1sp-R	66A83D
10461	right Field CA1, stratum radiatum	CA1sr-R	7DD04A
10462	right Field CA2	CA2-R	7DCF4B
10463	right Field CA2, stratum lacunosum-moleculare	CA2slm-R	7DCF4A
10464	right Field CA2, stratum oriens	CA2so-R	7ED049
10465	right Field CA2, pyramidal layer	CA2sp-R	66A83C
10466	right Field CA2, stratum radiatum	CA2sr-R	7ECE4B
10467	right Field CA3	CA3-R	7ECF49
10468	right Field CA3, stratum lacunosum-moleculare	CA3slm-R	7DD049
10469	right Field CA3, stratum lucidum	CA3slu-R	7DCE4B
10470	right Field CA3, stratum oriens	CA3so-R	7CD04A
10471	right Field CA3, pyramidal layer	CA3sp-R	66A73D
10472	right Field CA3, stratum radiatum	CA3sr-R	7CCF4B
